"263_S5"	"265_S6"	"268_S4"	"276_S2"	"277_S3"	"287_S1"
"ENSMUSG00000023018"	11	121	22	132	1	55
"ENSMUSG00000115938"	3	13	6	8	18	19
"ENSMUSG00000023019"	1	0	0	0	0	17
"ENSMUSG00000023020"	18	253	42	190	273	286
"ENSMUSG00000023021"	52	483	7	259	572	542
"ENSMUSG00000023022"	26	101	12	69	369	285
"ENSMUSG00000092014"	0	2	69	1	2	0
"ENSMUSG00000090500"	0	31	0	1	0	23
"ENSMUSG00000023025"	12	156	159	141	105	248
"ENSMUSG00000023026"	8	91	101	126	1	261
"ENSMUSG00000116366"	0	0	0	8	0	0
"ENSMUSG00000023027"	7	32	98	94	0	245
"ENSMUSG00000116182"	1	0	4	0	0	0
"ENSMUSG00000054619"	29	636	66	154	221	402
"ENSMUSG00000023030"	34	110	247	153	275	198
"ENSMUSG00000097827"	4	0	0	0	0	0
"ENSMUSG00000037353"	11	32	2	137	296	206
"ENSMUSG00000044636"	0	27	5	64	0	38
"ENSMUSG00000009733"	19	278	22	176	1	450
"ENSMUSG00000009739"	0	215	0	3	0	2
"ENSMUSG00000116180"	0	19	0	0	0	0
"ENSMUSG00000116164"	0	0	0	4	0	0
"ENSMUSG00000097093"	0	0	0	11	0	0
"ENSMUSG00000000346"	211	1628	2071	1314	984	3182
"ENSMUSG00000053559"	2	38	0	38	65	41
"ENSMUSG00000098112"	16	6	561	259	217	52
"ENSMUSG00000023031"	7	0	0	49	0	0
"ENSMUSG00000037280"	22	0	0	0	0	0
"ENSMUSG00000023032"	16	0	0	36	0	0
"ENSMUSG00000023033"	19	0	0	0	12	0
"ENSMUSG00000095440"	0	0	0	14	0	5
"ENSMUSG00000000530"	0	79	0	74	0	70
"ENSMUSG00000000532"	10	0	61	0	0	176
"ENSMUSG00000097915"	3	55	0	7	0	31
"ENSMUSG00000000531"	1	11	1	6	0	6
"ENSMUSG00000023034"	362	1838	2389	2420	3907	2350
"ENSMUSG00000037204"	45	173	378	478	219	266
"ENSMUSG00000075408"	0	0	0	0	0	15
"ENSMUSG00000116114"	0	0	0	0	38	0
"ENSMUSG00000037185"	0	0	0	82	62	29
"ENSMUSG00000023039"	0	0	3	0	0	0
"ENSMUSG00000067613"	0	2	236	52	0	0
"ENSMUSG00000061527"	0	0	2	0	0	0
"ENSMUSG00000049382"	0	0	115	0	0	0
"ENSMUSG00000023043"	0	0	43	1	0	0
"ENSMUSG00000058655"	185	571	599	1242	1134	1252
"ENSMUSG00000037003"	40	696	1	559	1106	1165
"ENSMUSG00000036966"	62	360	75	286	641	589
"ENSMUSG00000023046"	286	883	115	1009	3207	2377
"ENSMUSG00000023045"	1	1	172	0	0	1
"ENSMUSG00000023044"	18	493	0	204	212	249
"ENSMUSG00000046897"	47	363	0	289	0	221
"ENSMUSG00000001281"	4	1	0	153	0	1
"ENSMUSG00000001288"	38	470	450	550	1093	620
"ENSMUSG00000045665"	27	102	16	228	135	293
"ENSMUSG00000058290"	0	0	2	5	5	0
"ENSMUSG00000001289"	101	545	538	361	190	711
"ENSMUSG00000001285"	26	58	17	131	147	91
"ENSMUSG00000036678"	35	294	134	372	193	356
"ENSMUSG00000060284"	51	723	0	400	204	366
"ENSMUSG00000001280"	3	266	2	208	42	175
"ENSMUSG00000023047"	0	0	0	25	0	10
"ENSMUSG00000023048"	66	257	712	707	635	676
"ENSMUSG00000056851"	37	149	439	169	187	401
"ENSMUSG00000023050"	29	38	32	107	0	264
"ENSMUSG00000023051"	24	199	77	29	165	56
"ENSMUSG00000023052"	3	14	0	0	0	0
"ENSMUSG00000099083"	77	406	126	319	572	316
"ENSMUSG00000036305"	6	17	6	8	9	1
"ENSMUSG00000116056"	0	0	0	0	0	30
"ENSMUSG00000062683"	3	62	8	19	32	23
"ENSMUSG00000023055"	82	124	14	139	178	802
"ENSMUSG00000116500"	0	0	0	14	0	0
"ENSMUSG00000001655"	13	0	0	4	0	70
"ENSMUSG00000050328"	0	0	0	0	16	23
"ENSMUSG00000086903"	0	16	0	21	0	0
"ENSMUSG00000001656"	0	0	0	0	0	12
"ENSMUSG00000022484"	8	36	66	52	40	117
"ENSMUSG00000022485"	0	400	0	90	0	0
"ENSMUSG00000036139"	5	55	70	47	12	45
"ENSMUSG00000001657"	3	69	28	12	3	2
"ENSMUSG00000001661"	10	104	0	146	110	20
"ENSMUSG00000075394"	4	2	2	0	1	21
"ENSMUSG00000101356"	0	0	1	20	0	0
"ENSMUSG00000036061"	27	163	13	138	0	104
"ENSMUSG00000009575"	76	597	224	750	1926	1145
"ENSMUSG00000046434"	116	337	2191	212	536	451
"ENSMUSG00000058794"	10	100	597	292	66	110
"ENSMUSG00000060992"	126	514	393	649	96	621
"ENSMUSG00000063234"	3	0	69	46	0	85
"ENSMUSG00000000552"	21	107	1	115	305	199
"ENSMUSG00000000555"	221	1096	14	966	2691	1169
"ENSMUSG00000022488"	20	0	129	9	28	0
"ENSMUSG00000022489"	0	0	0	6	185	84
"ENSMUSG00000115819"	0	1	5	0	0	2
"ENSMUSG00000115448"	0	0	33	0	0	1
"ENSMUSG00000022534"	0	0	12	0	0	0
"ENSMUSG00000022529"	66	36	18	121	4	236
"ENSMUSG00000054939"	0	0	0	0	0	6
"ENSMUSG00000039789"	0	0	0	0	17	140
"ENSMUSG00000005982"	2	127	18	231	331	104
"ENSMUSG00000005983"	12	0	0	0	0	115
"ENSMUSG00000014232"	5	0	52	21	58	40
"ENSMUSG00000083579"	0	0	10	0	0	0
"ENSMUSG00000039738"	0	61	5	289	0	0
"ENSMUSG00000084790"	0	0	0	30	0	0
"ENSMUSG00000005981"	13	214	306	194	3	519
"ENSMUSG00000022521"	112	1138	315	482	563	463
"ENSMUSG00000103937"	2	0	0	33	0	0
"ENSMUSG00000089645"	0	1	1	0	0	0
"ENSMUSG00000005580"	18	259	0	0	0	230
"ENSMUSG00000084304"	0	2	3	0	2	3
"ENSMUSG00000022519"	20	3	0	8	0	0
"ENSMUSG00000005718"	21	9	9	103	0	1
"ENSMUSG00000014303"	12	41	0	68	0	199
"ENSMUSG00000014301"	9	16	3	31	15	19
"ENSMUSG00000039637"	45	227	0	73	0	52
"ENSMUSG00000039646"	91	869	0	620	1027	389
"ENSMUSG00000004069"	98	281	299	446	1	769
"ENSMUSG00000063445"	14	115	1	37	0	8
"ENSMUSG00000004070"	18	385	119	181	308	435
"ENSMUSG00000086944"	0	13	0	0	0	0
"ENSMUSG00000004071"	33	618	86	128	343	557
"ENSMUSG00000039568"	15	172	18	108	15	130
"ENSMUSG00000022517"	42	469	98	626	1142	389
"ENSMUSG00000097397"	0	0	0	23	0	0
"ENSMUSG00000022516"	2	85	172	125	71	179
"ENSMUSG00000022515"	35	151	83	135	0	444
"ENSMUSG00000022543"	0	0	0	9	20	0
"ENSMUSG00000022540"	8	69	8	64	0	112
"ENSMUSG00000022536"	87	1284	120	319	4	1612
"ENSMUSG00000039473"	16	206	68	188	244	261
"ENSMUSG00000039457"	0	0	0	0	0	82
"ENSMUSG00000023143"	59	256	194	171	0	361
"ENSMUSG00000051669"	0	156	0	0	0	12
"ENSMUSG00000039427"	11	40	3	30	70	251
"ENSMUSG00000022544"	10	203	32	63	82	123
"ENSMUSG00000087168"	0	0	0	0	313	4
"ENSMUSG00000008658"	14	0	0	0	0	0
"ENSMUSG00000039345"	12	35	0	0	0	52
"ENSMUSG00000057880"	33	320	0	81	658	88
"ENSMUSG00000043140"	8	450	306	161	211	113
"ENSMUSG00000022711"	42	144	167	319	824	316
"ENSMUSG00000008393"	93	511	565	610	745	1512
"ENSMUSG00000022710"	45	213	81	460	536	582
"ENSMUSG00000022507"	16	373	46	125	292	50
"ENSMUSG00000068674"	0	1	24	3	0	2
"ENSMUSG00000116352"	0	1	1	0	0	0
"ENSMUSG00000116348"	0	2	6	2	1	1
"ENSMUSG00000059003"	0	0	13	0	0	3
"ENSMUSG00000039209"	2	15	6	0	0	18
"ENSMUSG00000022505"	66	1161	8	771	573	997
"ENSMUSG00000022503"	11	2	95	15	113	172
"ENSMUSG00000050908"	2	40	0	0	0	0
"ENSMUSG00000022504"	0	5	371	0	0	0
"ENSMUSG00000038055"	0	13	0	15	0	30
"ENSMUSG00000068663"	0	145	0	39	179	56
"ENSMUSG00000087384"	0	0	0	0	27	0
"ENSMUSG00000038037"	19	375	33	74	79	217
"ENSMUSG00000037991"	0	2	0	18	0	8
"ENSMUSG00000117309"	12	0	0	0	1	10
"ENSMUSG00000022500"	131	419	1101	1448	1227	1159
"ENSMUSG00000093897"	0	2	0	1	1	0
"ENSMUSG00000116274"	0	27	0	0	0	0
"ENSMUSG00000037972"	0	102	111	11	8	120
"ENSMUSG00000022498"	28	297	225	573	339	387
"ENSMUSG00000037965"	113	930	11	1324	959	1004
"ENSMUSG00000076258"	8	77	5	33	20	49
"ENSMUSG00000080790"	0	1	9	0	1	2
"ENSMUSG00000081052"	0	0	16	0	0	0
"ENSMUSG00000005846"	159	799	1	580	738	933
"ENSMUSG00000097537"	0	0	0	0	0	54
"ENSMUSG00000062203"	65	513	183	75	208	119
"ENSMUSG00000071669"	3	2	147	167	90	0
"ENSMUSG00000085732"	0	1	124	0	0	0
"ENSMUSG00000065979"	25	41	0	26	3	118
"ENSMUSG00000116403"	0	0	2	0	0	0
"ENSMUSG00000022545"	95	54	0	166	0	3
"ENSMUSG00000009569"	27	14	24	268	54	291
"ENSMUSG00000087526"	0	0	0	1	0	8
"ENSMUSG00000022685"	105	183	173	272	0	202
"ENSMUSG00000022684"	72	496	0	199	750	427
"ENSMUSG00000079737"	29	0	1	0	0	0
"ENSMUSG00000022682"	27	67	112	60	14	74
"ENSMUSG00000022681"	66	416	9	140	148	415
"ENSMUSG00000022680"	68	1375	187	188	1659	933
"ENSMUSG00000044117"	0	0	26	0	0	0
"ENSMUSG00000083536"	0	2	20	0	0	0
"ENSMUSG00000060657"	60	154	9	240	420	584
"ENSMUSG00000022678"	109	184	1	226	114	593
"ENSMUSG00000022677"	32	102	122	242	211	228
"ENSMUSG00000023088"	39	242	0	367	509	115
"ENSMUSG00000022676"	40	1601	0	302	2	706
"ENSMUSG00000068617"	76	173	0	135	171	51
"ENSMUSG00000116213"	0	0	2	0	0	0
"ENSMUSG00000116423"	0	0	4	0	0	0
"ENSMUSG00000022674"	9	8	15	77	248	138
"ENSMUSG00000116140"	0	0	6	0	0	0
"ENSMUSG00000022673"	166	450	353	397	490	280
"ENSMUSG00000022672"	80	167	161	378	124	330
"ENSMUSG00000022671"	15	103	0	18	64	9
"ENSMUSG00000071637"	81	1420	47	764	660	678
"ENSMUSG00000041974"	26	22	12	382	2	670
"ENSMUSG00000041957"	0	0	8	0	0	0
"ENSMUSG00000115882"	0	0	2	0	0	0
"ENSMUSG00000022792"	10	1	36	19	0	2
"ENSMUSG00000022789"	100	487	425	43	476	685
"ENSMUSG00000115923"	0	0	0	0	2	0
"ENSMUSG00000022788"	0	3	404	24	300	0
"ENSMUSG00000089861"	0	0	0	0	54	2
"ENSMUSG00000022783"	12	0	0	39	1	0
"ENSMUSG00000116648"	1	4	0	0	3	3
"ENSMUSG00000116676"	0	0	6	0	0	0
"ENSMUSG00000059305"	1	0	52	0	0	0
"ENSMUSG00000022779"	45	374	748	62	370	695
"ENSMUSG00000026181"	15	0	1	0	4	47
"ENSMUSG00000116598"	0	1	9	0	0	0
"ENSMUSG00000063358"	81	515	351	289	311	271
"ENSMUSG00000084792"	0	0	0	12	0	0
"ENSMUSG00000022773"	0	0	0	0	0	9
"ENSMUSG00000022771"	47	487	1	363	827	766
"ENSMUSG00000049916"	0	0	0	0	112	0
"ENSMUSG00000022769"	37	326	71	194	284	395
"ENSMUSG00000116694"	0	0	0	0	1	1
"ENSMUSG00000041774"	0	82	2	0	0	0
"ENSMUSG00000038965"	57	151	208	99	408	392
"ENSMUSG00000071636"	34	0	0	0	0	0
"ENSMUSG00000050240"	6	0	0	0	0	0
"ENSMUSG00000055692"	0	0	0	0	0	15
"ENSMUSG00000041720"	42	378	159	68	0	0
"ENSMUSG00000022766"	5	0	0	0	0	0
"ENSMUSG00000065331"	3	0	0	0	0	0
"ENSMUSG00000022765"	37	0	59	230	323	140
"ENSMUSG00000006134"	108	299	166	551	0	789
"ENSMUSG00000022761"	25	35	27	170	284	690
"ENSMUSG00000022760"	55	60	119	67	84	36
"ENSMUSG00000022759"	9	0	0	1	0	0
"ENSMUSG00000022758"	23	0	0	81	0	120
"ENSMUSG00000022756"	6	0	0	0	0	0
"ENSMUSG00000005899"	61	153	170	40	309	229
"ENSMUSG00000041617"	9	0	0	1	0	0
"ENSMUSG00000012114"	71	125	485	522	229	315
"ENSMUSG00000022750"	25	448	37	238	79	193
"ENSMUSG00000012017"	9	184	0	13	0	45
"ENSMUSG00000003166"	31	195	0	182	752	362
"ENSMUSG00000003527"	45	1	33	215	0	221
"ENSMUSG00000003528"	10	129	41	200	348	318
"ENSMUSG00000003531"	25	159	25	116	126	129
"ENSMUSG00000003526"	0	22	0	25	247	200
"ENSMUSG00000060166"	7	44	0	129	29	136
"ENSMUSG00000005732"	92	297	197	161	201	214
"ENSMUSG00000080364"	0	13	0	0	0	0
"ENSMUSG00000022721"	76	6	181	215	705	606
"ENSMUSG00000022718"	32	239	302	110	0	78
"ENSMUSG00000013539"	82	90	45	171	151	92
"ENSMUSG00000000325"	35	436	0	159	329	481
"ENSMUSG00000000326"	41	252	2	419	258	644
"ENSMUSG00000087556"	0	0	0	11	0	7
"ENSMUSG00000075704"	15	17	163	0	4	72
"ENSMUSG00000116842"	0	112	0	0	0	45
"ENSMUSG00000000884"	0	1	0	163	0	0
"ENSMUSG00000009097"	0	9	0	0	0	3
"ENSMUSG00000072214"	3	14	31	9	65	30
"ENSMUSG00000116825"	2	1	19	3	1	0
"ENSMUSG00000041378"	0	0	0	0	0	41
"ENSMUSG00000000028"	40	12	252	49	0	0
"ENSMUSG00000005262"	46	105	158	214	565	461
"ENSMUSG00000071632"	7	57	0	170	47	161
"ENSMUSG00000022706"	32	186	82	70	163	183
"ENSMUSG00000022702"	1	56	14	23	0	30
"ENSMUSG00000082130"	0	0	0	10	0	0
"ENSMUSG00000083658"	0	3	0	1	0	0
"ENSMUSG00000105906"	0	0	17	0	0	0
"ENSMUSG00000076934"	0	0	19	0	0	0
"ENSMUSG00000076937"	0	0	18	0	0	0
"ENSMUSG00000076940"	0	0	68	0	0	0
"ENSMUSG00000097945"	0	1	30	0	0	0
"ENSMUSG00000022686"	0	0	265	129	607	16
"ENSMUSG00000043008"	27	4	655	88	0	0
"ENSMUSG00000062901"	27	729	486	1035	561	1075
"ENSMUSG00000041215"	20	311	24	158	72	300
"ENSMUSG00000084838"	0	3	21	3	0	5
"ENSMUSG00000041205"	0	0	0	0	0	77
"ENSMUSG00000116913"	0	0	0	0	0	6
"ENSMUSG00000033918"	30	188	19	156	267	393
"ENSMUSG00000022822"	25	807	5	293	367	694
"ENSMUSG00000003235"	55	193	0	406	380	79
"ENSMUSG00000003233"	9	46	84	65	0	193
"ENSMUSG00000022841"	175	912	1037	855	1596	1118
"ENSMUSG00000080797"	0	3	0	0	0	48
"ENSMUSG00000003234"	38	118	248	235	488	464
"ENSMUSG00000116808"	0	1	8	0	0	0
"ENSMUSG00000033809"	21	92	72	211	2	365
"ENSMUSG00000115219"	5	25	0	0	7	11
"ENSMUSG00000022842"	0	26	0	8	0	0
"ENSMUSG00000006998"	196	945	758	1145	1661	1777
"ENSMUSG00000090319"	0	0	73	0	0	0
"ENSMUSG00000045983"	252	1105	906	961	1345	1144
"ENSMUSG00000050821"	9	0	3	217	222	33
"ENSMUSG00000021018"	12	45	87	27	4	59
"ENSMUSG00000022847"	0	0	0	1	0	59
"ENSMUSG00000006958"	8	0	0	74	0	112
"ENSMUSG00000116776"	0	0	54	1	0	0
"ENSMUSG00000099764"	9	32	99	69	53	64
"ENSMUSG00000005958"	0	87	0	0	0	91
"ENSMUSG00000116632"	2	56	1	37	0	51
"ENSMUSG00000033653"	24	304	0	89	423	228
"ENSMUSG00000043391"	49	233	1	246	42	321
"ENSMUSG00000022853"	0	0	0	2	0	0
"ENSMUSG00000097290"	4	16	8	51	316	23
"ENSMUSG00000033618"	0	0	0	0	0	4
"ENSMUSG00000116535"	0	0	17	0	0	1
"ENSMUSG00000117327"	2	19	111	3	31	20
"ENSMUSG00000022856"	26	205	6	73	62	0
"ENSMUSG00000022855"	29	578	278	40	0	38
"ENSMUSG00000033581"	7	188	32	0	0	94
"ENSMUSG00000043870"	1	0	1	0	0	0
"ENSMUSG00000098043"	0	0	0	11	0	0
"ENSMUSG00000116761"	0	0	2	1	0	0
"ENSMUSG00000022858"	241	1452	729	1046	1330	1615
"ENSMUSG00000082241"	0	4	15	3	3	1
"ENSMUSG00000013089"	71	120	69	286	0	69
"ENSMUSG00000022861"	25	1	0	100	198	75
"ENSMUSG00000116580"	0	0	2	0	0	0
"ENSMUSG00000033501"	0	34	0	0	0	0
"ENSMUSG00000004462"	73	375	0	13	0	37
"ENSMUSG00000004460"	176	808	712	1174	896	1246
"ENSMUSG00000022871"	7	0	0	0	0	0
"ENSMUSG00000060459"	50	665	0	532	2	555
"ENSMUSG00000090021"	0	2	90	2	0	4
"ENSMUSG00000116637"	1	1	55	1	1	0
"ENSMUSG00000022875"	14	1185	0	492	129	456
"ENSMUSG00000116625"	0	0	9	0	0	0
"ENSMUSG00000022884"	380	1750	1424	1881	1507	2680
"ENSMUSG00000065208"	0	0	0	1	3	0
"ENSMUSG00000022881"	62	1	183	325	43	141
"ENSMUSG00000116733"	0	0	0	0	0	29
"ENSMUSG00000116540"	0	0	8	0	0	0
"ENSMUSG00000022878"	66	2506	0	941	134	1306
"ENSMUSG00000084299"	2	0	0	0	0	0
"ENSMUSG00000022885"	64	161	0	155	0	26
"ENSMUSG00000022887"	11	0	0	0	0	0
"ENSMUSG00000116481"	0	0	5	0	1	0
"ENSMUSG00000033355"	14	343	152	108	81	205
"ENSMUSG00000083681"	0	0	24	0	0	0
"ENSMUSG00000022508"	120	250	47	156	128	367
"ENSMUSG00000115852"	0	0	0	6	0	1
"ENSMUSG00000115869"	0	0	0	0	0	24
"ENSMUSG00000033306"	74	1248	356	843	998	1108
"ENSMUSG00000116875"	4	30	0	6	9	14
"ENSMUSG00000077602"	5	0	0	0	0	0
"ENSMUSG00000048399"	5	63	0	0	0	42
"ENSMUSG00000116828"	0	0	2	0	0	0
"ENSMUSG00000022510"	0	2	0	0	1	0
"ENSMUSG00000090257"	2	18	0	2	0	52
"ENSMUSG00000038168"	25	477	0	182	260	165
"ENSMUSG00000022512"	13	286	5	36	0	220
"ENSMUSG00000022514"	9	4	2	279	5	217
"ENSMUSG00000038127"	115	131	130	714	65	420
"ENSMUSG00000051065"	4	39	0	0	0	13
"ENSMUSG00000022525"	0	225	0	0	85	86
"ENSMUSG00000038084"	79	412	58	302	436	475
"ENSMUSG00000097313"	0	0	0	0	0	6
"ENSMUSG00000022528"	77	2068	8	127	32	182
"ENSMUSG00000052316"	0	0	0	0	0	6
"ENSMUSG00000047953"	20	1	71	0	0	9
"ENSMUSG00000022533"	11	574	204	379	89	372
"ENSMUSG00000022537"	0	0	0	0	0	65
"ENSMUSG00000022538"	61	174	91	369	47	446
"ENSMUSG00000046546"	36	470	0	413	209	507
"ENSMUSG00000047434"	30	3	0	0	14	25
"ENSMUSG00000049076"	52	320	13	361	599	526
"ENSMUSG00000116946"	0	0	0	0	0	20
"ENSMUSG00000047714"	70	366	147	326	343	185
"ENSMUSG00000116617"	0	0	0	9	28	0
"ENSMUSG00000022548"	94	151	177	363	344	646
"ENSMUSG00000046598"	6	0	0	0	0	0
"ENSMUSG00000116793"	0	23	0	0	0	0
"ENSMUSG00000022770"	1	260	46	16	1	9
"ENSMUSG00000022780"	1020	2313	204	5183	4058	4148
"ENSMUSG00000116534"	6	0	0	0	0	0
"ENSMUSG00000045625"	0	1	0	0	1	40
"ENSMUSG00000107002"	8	63	42	36	7	59
"ENSMUSG00000022774"	89	177	12	151	459	194
"ENSMUSG00000022772"	4	239	0	249	302	179
"ENSMUSG00000083853"	0	0	1	27	0	8
"ENSMUSG00000080928"	0	2	91	1	1	0
"ENSMUSG00000022781"	36	611	433	292	27	556
"ENSMUSG00000023791"	4	58	0	134	235	235
"ENSMUSG00000035790"	18	352	0	79	256	0
"ENSMUSG00000086146"	2	0	0	0	0	0
"ENSMUSG00000052384"	24	2	354	116	76	1
"ENSMUSG00000035764"	4	10	0	0	1	95
"ENSMUSG00000022787"	0	0	0	50	0	0
"ENSMUSG00000046345"	0	11	0	1	3	1
"ENSMUSG00000014074"	54	387	3	214	193	197
"ENSMUSG00000053774"	3	0	316	125	49	185
"ENSMUSG00000103847"	1	1	12	3	0	2
"ENSMUSG00000014075"	19	61	1	63	26	0
"ENSMUSG00000005615"	76	75	185	250	498	644
"ENSMUSG00000116714"	0	14	0	3	0	0
"ENSMUSG00000116957"	0	0	0	39	1	0
"ENSMUSG00000022797"	188	373	1470	684	465	337
"ENSMUSG00000022791"	8	175	0	80	0	219
"ENSMUSG00000035629"	26	17	0	375	179	173
"ENSMUSG00000022800"	109	880	6	359	433	327
"ENSMUSG00000022801"	28	316	188	300	112	439
"ENSMUSG00000078489"	0	0	0	1	0	9
"ENSMUSG00000035578"	0	13	0	25	0	0
"ENSMUSG00000060636"	42	123	242	225	142	166
"ENSMUSG00000022802"	0	0	0	138	0	0
"ENSMUSG00000022807"	13	6	12	41	16	119
"ENSMUSG00000022808"	71	458	75	458	306	1161
"ENSMUSG00000097318"	6	0	0	12	0	0
"ENSMUSG00000022811"	53	1000	588	699	28	930
"ENSMUSG00000035506"	5	10	0	1	0	1
"ENSMUSG00000075254"	30	538	0	338	143	700
"ENSMUSG00000022817"	54	684	0	928	446	950
"ENSMUSG00000022814"	64	211	20	137	273	212
"ENSMUSG00000061751"	10	28	0	189	0	153
"ENSMUSG00000116835"	1	34	17	2	13	13
"ENSMUSG00000022833"	0	0	2	61	38	0
"ENSMUSG00000022836"	89	916	0	200	327	1110
"ENSMUSG00000116840"	2	0	0	0	0	9
"ENSMUSG00000035376"	25	157	31	219	229	273
"ENSMUSG00000022840"	5	41	56	4	0	11
"ENSMUSG00000034473"	1	110	0	249	379	186
"ENSMUSG00000022844"	37	167	0	271	0	273
"ENSMUSG00000052133"	0	0	0	125	0	0
"ENSMUSG00000052192"	1	3	3	0	4	5
"ENSMUSG00000022848"	19	2	0	4	0	54
"ENSMUSG00000022849"	20	0	2	0	197	67
"ENSMUSG00000034422"	0	9	0	21	0	85
"ENSMUSG00000062279"	0	0	10	0	0	1
"ENSMUSG00000049502"	0	603	434	50	14	203
"ENSMUSG00000022906"	0	114	0	214	358	143
"ENSMUSG00000086324"	9	83	2	17	23	40
"ENSMUSG00000022905"	79	84	508	284	655	526
"ENSMUSG00000034379"	5	0	0	79	0	32
"ENSMUSG00000003955"	42	241	7	182	175	289
"ENSMUSG00000075229"	44	72	70	71	132	121
"ENSMUSG00000059657"	0	0	8	0	0	0
"ENSMUSG00000079597"	1	0	27	3	0	0
"ENSMUSG00000095620"	0	0	0	33	0	0
"ENSMUSG00000051980"	1	0	0	84	0	80
"ENSMUSG00000022901"	0	0	8	0	0	0
"ENSMUSG00000116821"	0	0	3	0	0	0
"ENSMUSG00000022838"	0	0	85	0	0	0
"ENSMUSG00000022837"	48	10	29	185	0	0
"ENSMUSG00000034243"	104	863	213	778	660	1490
"ENSMUSG00000116908"	32	287	0	116	37	132
"ENSMUSG00000084834"	3	0	0	0	0	0
"ENSMUSG00000022831"	40	5	226	251	286	0
"ENSMUSG00000047746"	10	0	0	0	0	0
"ENSMUSG00000034206"	0	2	45	131	14	1
"ENSMUSG00000022828"	46	0	42	345	1	252
"ENSMUSG00000022827"	15	175	0	44	0	123
"ENSMUSG00000022820"	14	29	8	3	57	18
"ENSMUSG00000116529"	1	4	1	3	1	6
"ENSMUSG00000022816"	199	9918	46	3174	1252	7459
"ENSMUSG00000034158"	239	2231	16	629	444	809
"ENSMUSG00000046961"	0	0	0	157	0	41
"ENSMUSG00000022812"	44	24	2	224	57	331
"ENSMUSG00000046516"	6	46	6	0	3	4
"ENSMUSG00000022803"	0	0	0	26	0	0
"ENSMUSG00000002847"	0	158	1	249	0	79
"ENSMUSG00000002844"	52	597	6	281	480	301
"ENSMUSG00000075122"	2	0	0	0	6	34
"ENSMUSG00000002846"	1	91	0	52	328	56
"ENSMUSG00000034064"	89	914	18	304	0	337
"ENSMUSG00000002845"	36	394	0	422	47	374
"ENSMUSG00000022799"	43	358	0	264	1	503
"ENSMUSG00000081651"	0	0	13	1	0	35
"ENSMUSG00000022793"	15	5	0	2	300	73
"ENSMUSG00000083183"	0	0	6	0	0	0
"ENSMUSG00000049436"	10	195	0	72	0	104
"ENSMUSG00000061080"	13	0	0	0	0	30
"ENSMUSG00000047261"	11	0	0	0	0	0
"ENSMUSG00000022708"	520	2666	144	2981	3588	5659
"ENSMUSG00000116903"	0	0	0	26	1	17
"ENSMUSG00000081824"	0	6	0	3	0	4
"ENSMUSG00000083827"	0	0	0	49	0	8
"ENSMUSG00000102967"	0	3	0	0	0	0
"ENSMUSG00000082570"	4	0	0	0	1	0
"ENSMUSG00000055370"	2	0	0	0	0	54
"ENSMUSG00000085499"	12	0	0	9	0	2
"ENSMUSG00000071552"	2	0	0	0	0	1
"ENSMUSG00000022704"	0	0	18	0	50	155
"ENSMUSG00000022701"	37	85	0	67	119	198
"ENSMUSG00000036304"	23	0	0	23	276	2
"ENSMUSG00000036292"	2	13	0	0	0	91
"ENSMUSG00000052459"	133	825	354	662	0	1012
"ENSMUSG00000022698"	272	504	1457	658	907	730
"ENSMUSG00000068284"	4	254	355	0	0	161
"ENSMUSG00000043065"	74	107	3	141	9	59
"ENSMUSG00000071550"	15	0	0	152	0	0
"ENSMUSG00000022687"	109	468	306	247	1273	1048
"ENSMUSG00000093046"	0	0	0	3	0	0
"ENSMUSG00000036208"	0	0	0	0	0	64
"ENSMUSG00000022668"	0	38	6	54	0	109
"ENSMUSG00000022667"	0	4	144	0	0	0
"ENSMUSG00000022665"	850	5681	151	4842	9047	8810
"ENSMUSG00000022664"	31	24	12	144	101	100
"ENSMUSG00000022663"	79	506	213	555	107	254
"ENSMUSG00000062284"	1	1	0	1	1	2
"ENSMUSG00000052013"	5	0	0	0	0	22
"ENSMUSG00000022661"	197	1858	0	1295	1414	1435
"ENSMUSG00000022659"	0	0	0	0	0	26
"ENSMUSG00000033157"	11	435	63	128	0	87
"ENSMUSG00000033149"	0	71	59	55	0	468
"ENSMUSG00000022657"	0	0	0	0	0	11
"ENSMUSG00000048087"	0	1	35	1	0	0
"ENSMUSG00000022656"	59	21	0	72	0	1
"ENSMUSG00000116928"	0	1	9	0	0	0
"ENSMUSG00000116952"	0	0	2	0	0	0
"ENSMUSG00000048164"	1	2	226	0	2	4
"ENSMUSG00000116640"	0	6	1	0	0	1
"ENSMUSG00000022651"	73	22	2962	1316	910	19
"ENSMUSG00000064061"	71	20	240	377	17	336
"ENSMUSG00000033031"	0	11	445	0	0	0
"ENSMUSG00000032965"	18	168	143	112	224	148
"ENSMUSG00000087066"	0	0	0	0	0	8
"ENSMUSG00000055447"	194	1611	508	1230	1166	1547
"ENSMUSG00000098028"	0	0	2	0	0	1
"ENSMUSG00000022641"	40	529	611	646	686	208
"ENSMUSG00000083692"	0	4	52	1	9	3
"ENSMUSG00000022639"	3	272	16	185	221	189
"ENSMUSG00000081453"	0	2	14	0	3	3
"ENSMUSG00000022637"	72	190	74	121	174	531
"ENSMUSG00000022636"	15	3	270	110	69	0
"ENSMUSG00000116912"	0	1	70	5	1	0
"ENSMUSG00000035356"	405	1745	2497	3059	3746	2611
