"ensembl_gene_id"	"external_gene_name"	"hgnc_symbol"	"mgi_symbol"
"385"	"ENSMUSG00000026277"	"Stk25"	""	"Stk25"
"386"	"ENSMUSG00000026278"	"Bok"	""	"Bok"
"387"	"ENSMUSG00000026279"	"Thap4"	""	"Thap4"
"388"	"ENSMUSG00000026280"	"Atg4b"	""	"Atg4b"
"389"	"ENSMUSG00000026281"	"Dtymk"	""	"Dtymk"
"390"	"ENSMUSG00000026283"	"Ing5"	""	"Ing5"
"391"	"ENSMUSG00000026285"	"Pdcd1"	""	"Pdcd1"
"392"	"ENSMUSG00000026288"	"Inpp5d"	""	"Inpp5d"
"393"	"ENSMUSG00000026289"	"Atg16l1"	""	"Atg16l1"
"394"	"ENSMUSG00000026295"	"Spp2"	""	"Spp2"
"395"	"ENSMUSG00000026301"	"Iqca"	""	"Iqca"
"396"	"ENSMUSG00000026303"	"Mlph"	""	"Mlph"
"397"	"ENSMUSG00000026304"	"Rab17"	""	"Rab17"
"398"	"ENSMUSG00000026305"	"Lrrfip1"	""	"Lrrfip1"
"399"	"ENSMUSG00000026307"	"Scly"	""	"Scly"
"400"	"ENSMUSG00000026308"	"Klhl30"	""	"Klhl30"
"401"	"ENSMUSG00000026309"	"Ilkap"	""	"Ilkap"
"402"	"ENSMUSG00000026311"	"Asb1"	""	"Asb1"
"403"	"ENSMUSG00000026312"	"Cdh7"	""	"Cdh7"
"404"	"ENSMUSG00000026313"	"Hdac4"	""	"Hdac4"
"405"	"ENSMUSG00000026315"	"Serpinb8"	""	"Serpinb8"
"406"	"ENSMUSG00000026319"	"Relch"	""	"Relch"
"407"	"ENSMUSG00000026321"	"Tnfrsf11a"	""	"Tnfrsf11a"
"408"	"ENSMUSG00000026327"	"Serpinb11"	""	"Serpinb11"
"409"	"ENSMUSG00000026331"	"Slco6c1"	""	"Slco6c1"
"410"	"ENSMUSG00000026333"	"Gin1"	""	"Gin1"
"411"	"ENSMUSG00000026335"	"Pam"	""	"Pam"
"412"	"ENSMUSG00000026336"	"Slco6d1"	""	"Slco6d1"
"413"	"ENSMUSG00000026339"	"Ccdc93"	""	"Ccdc93"
"414"	"ENSMUSG00000026341"	"Actr3"	""	"Actr3"
"415"	"ENSMUSG00000026342"	"Slc35f5"	""	"Slc35f5"
"416"	"ENSMUSG00000026343"	"Gpr39"	""	"Gpr39"
"417"	"ENSMUSG00000026344"	"Lypd1"	""	"Lypd1"
"418"	"ENSMUSG00000026347"	"Tmem163"	""	"Tmem163"
"419"	"ENSMUSG00000026348"	"Acmsd"	""	"Acmsd"
"420"	"ENSMUSG00000026349"	"Ccnt2"	""	"Ccnt2"
"421"	"ENSMUSG00000026353"	"Ubxn4"	""	"Ubxn4"
"422"	"ENSMUSG00000026354"	"Lct"	""	"Lct"
"423"	"ENSMUSG00000026355"	"Mcm6"	""	"Mcm6"
"424"	"ENSMUSG00000026356"	"Dars"	""	"Dars"
"425"	"ENSMUSG00000026357"	"Rgs18"	""	"Rgs18"
"426"	"ENSMUSG00000026358"	"Rgs1"	""	"Rgs1"
"427"	"ENSMUSG00000026360"	"Rgs2"	""	"Rgs2"
"428"	"ENSMUSG00000026361"	"Cdc73"	""	"Cdc73"
"429"	"ENSMUSG00000026365"	"Cfh"	""	"Cfh"
"430"	"ENSMUSG00000026368"	"F13b"	""	"F13b"
"431"	"ENSMUSG00000026374"	"Tsn"	""	"Tsn"
"432"	"ENSMUSG00000026377"	"Nifk"	""	"Nifk"
"433"	"ENSMUSG00000026380"	"Tfcp2l1"	""	"Tfcp2l1"
"434"	"ENSMUSG00000026383"	"Epb41l5"	""	"Epb41l5"
"435"	"ENSMUSG00000026384"	"Ptpn4"	""	"Ptpn4"
"436"	"ENSMUSG00000026385"	"Dbi"	""	"Dbi"
"437"	"ENSMUSG00000026387"	"Sctr"	""	"Sctr"
"438"	"ENSMUSG00000026388"	"3110009E18Rik"	""	"3110009E18Rik"
"439"	"ENSMUSG00000026389"	"Steap3"	""	"Steap3"
"440"	"ENSMUSG00000026390"	"Marco"	""	"Marco"
"441"	"ENSMUSG00000026393"	"Nek7"	""	"Nek7"
"442"	"ENSMUSG00000026394"	"Atp6v1g3"	""	"Atp6v1g3"
"443"	"ENSMUSG00000026395"	"Ptprc"	""	"Ptprc"
"444"	"ENSMUSG00000026398"	"Nr5a2"	""	"Nr5a2"
"445"	"ENSMUSG00000026399"	"Cd55"	""	"Cd55"
"446"	"ENSMUSG00000026401"	"Cd55b"	""	"Cd55b"
"447"	"ENSMUSG00000026404"	"Ddx59"	""	"Ddx59"
"448"	"ENSMUSG00000026405"	"C4bp"	""	"C4bp"
"449"	"ENSMUSG00000026407"	"Cacna1s"	""	"Cacna1s"
"450"	"ENSMUSG00000026409"	"Pfkfb2"	""	"Pfkfb2"
"451"	"ENSMUSG00000026411"	"Tmem9"	""	"Tmem9"
"452"	"ENSMUSG00000026413"	"Pkp1"	""	"Pkp1"
"453"	"ENSMUSG00000026414"	"Tnnt2"	""	"Tnnt2"
"454"	"ENSMUSG00000026415"	"Fcamr"	""	"Fcamr"
"455"	"ENSMUSG00000026416"	"Il20"	""	"Il20"
"456"	"ENSMUSG00000026417"	"Pigr"	""	"Pigr"
"457"	"ENSMUSG00000026418"	"Tnni1"	""	"Tnni1"
"458"	"ENSMUSG00000026420"	"Il24"	""	"Il24"
"459"	"ENSMUSG00000026421"	"Csrp1"	""	"Csrp1"
"460"	"ENSMUSG00000026424"	"Gpr37l1"	""	"Gpr37l1"
"461"	"ENSMUSG00000026425"	"Srgap2"	""	"Srgap2"
"462"	"ENSMUSG00000026426"	"Arl8a"	""	"Arl8a"
"463"	"ENSMUSG00000026427"	"Eif2d"	""	"Eif2d"
"464"	"ENSMUSG00000026429"	"Ube2t"	""	"Ube2t"
"465"	"ENSMUSG00000026430"	"Rassf5"	""	"Rassf5"
"466"	"ENSMUSG00000026432"	"Avpr1b"	""	"Avpr1b"
"467"	"ENSMUSG00000026433"	"Rab29"	""	"Rab29"
"468"	"ENSMUSG00000026434"	"Nucks1"	""	"Nucks1"
"469"	"ENSMUSG00000026435"	"Slc45a3"	""	"Slc45a3"
"470"	"ENSMUSG00000026436"	"Elk4"	""	"Elk4"
"471"	"ENSMUSG00000026437"	"Cdk18"	""	"Cdk18"
"472"	"ENSMUSG00000026439"	"Rbbp5"	""	"Rbbp5"
"473"	"ENSMUSG00000026442"	"Nfasc"	""	"Nfasc"
"474"	"ENSMUSG00000026443"	"Lrrn2"	""	"Lrrn2"
"475"	"ENSMUSG00000026447"	"Pik3c2b"	""	"Pik3c2b"
"476"	"ENSMUSG00000026450"	"Chit1"	""	"Chit1"
"477"	"ENSMUSG00000026452"	"Syt2"	""	"Syt2"
"478"	"ENSMUSG00000026455"	"Klhl12"	""	"Klhl12"
"479"	"ENSMUSG00000026456"	"Cyb5r1"	""	"Cyb5r1"
"480"	"ENSMUSG00000026457"	"Adipor1"	""	"Adipor1"
"481"	"ENSMUSG00000026458"	"Ppfia4"	""	"Ppfia4"
"482"	"ENSMUSG00000026459"	"Myog"	""	"Myog"
"483"	"ENSMUSG00000026463"	"Atp2b4"	""	"Atp2b4"
"484"	"ENSMUSG00000026466"	"Tor1aip1"	""	"Tor1aip1"
"485"	"ENSMUSG00000026468"	"Lhx4"	""	"Lhx4"
"486"	"ENSMUSG00000026469"	"Xpr1"	""	"Xpr1"
"487"	"ENSMUSG00000026470"	"Stx6"	""	"Stx6"
"488"	"ENSMUSG00000026471"	"Mr1"	""	"Mr1"
"489"	"ENSMUSG00000026473"	"Glul"	""	"Glul"
"490"	"ENSMUSG00000026475"	"Rgs16"	""	"Rgs16"
"491"	"ENSMUSG00000026478"	"Lamc1"	""	"Lamc1"
"492"	"ENSMUSG00000026479"	"Lamc2"	""	"Lamc2"
"493"	"ENSMUSG00000026480"	"Ncf2"	""	"Ncf2"
"494"	"ENSMUSG00000026482"	"Rgl1"	""	"Rgl1"
"495"	"ENSMUSG00000026483"	"Niban1"	""	"Niban1"
"496"	"ENSMUSG00000026484"	"Rnf2"	""	"Rnf2"
"497"	"ENSMUSG00000026489"	"Coq8a"	""	"Coq8a"
"498"	"ENSMUSG00000026490"	"Cdc42bpa"	""	"Cdc42bpa"
"499"	"ENSMUSG00000026491"	"Ahctf1"	""	"Ahctf1"
"500"	"ENSMUSG00000026492"	"Tfb2m"	""	"Tfb2m"
"501"	"ENSMUSG00000026494"	"Kif26b"	""	"Kif26b"
"502"	"ENSMUSG00000026495"	"Efcab2"	""	"Efcab2"
"503"	"ENSMUSG00000026496"	"Parp1"	""	"Parp1"
"504"	"ENSMUSG00000026497"	"Mixl1"	""	"Mixl1"
"505"	"ENSMUSG00000026499"	"Acbd3"	""	"Acbd3"
"506"	"ENSMUSG00000026500"	"Cox20"	""	"Cox20"
"507"	"ENSMUSG00000026502"	"Desi2"	""	"Desi2"
"508"	"ENSMUSG00000026504"	"Sdccag8"	""	"Sdccag8"
"509"	"ENSMUSG00000026509"	"Capn2"	""	"Capn2"
"510"	"ENSMUSG00000026510"	"Trp53bp2"	""	"Trp53bp2"
"511"	"ENSMUSG00000026511"	"Srp9"	""	"Srp9"
"512"	"ENSMUSG00000026514"	"Cnih3"	""	"Cnih3"
"513"	"ENSMUSG00000026516"	"Nvl"	""	"Nvl"
"514"	"ENSMUSG00000026519"	"Tmem63a"	""	"Tmem63a"
"515"	"ENSMUSG00000026520"	"Pycr2"	""	"Pycr2"
"516"	"ENSMUSG00000026523"	"Wdr64"	""	"Wdr64"
"517"	"ENSMUSG00000026525"	"Opn3"	""	"Opn3"
"518"	"ENSMUSG00000026526"	"Fh1"	""	"Fh1"
"519"	"ENSMUSG00000026527"	"Rgs7"	""	"Rgs7"
"520"	"ENSMUSG00000026531"	"Mptx1"	""	"Mptx1"
"521"	"ENSMUSG00000026532"	"Spta1"	""	"Spta1"
"522"	"ENSMUSG00000026535"	"Ifi202b"	""	"Ifi202b"
"523"	"ENSMUSG00000026536"	"Ifi211"	""	"Ifi211"
"524"	"ENSMUSG00000026542"	"Apcs"	""	"Apcs"
"525"	"ENSMUSG00000026544"	"Dusp23"	""	"Dusp23"
"526"	"ENSMUSG00000026546"	"Cfap45"	""	"Cfap45"
"527"	"ENSMUSG00000026547"	"Tagln2"	""	"Tagln2"
"528"	"ENSMUSG00000026548"	"Slamf9"	""	"Slamf9"
"529"	"ENSMUSG00000026553"	"Copa"	""	"Copa"
"530"	"ENSMUSG00000026554"	"Dcaf8"	""	"Dcaf8"
"531"	"ENSMUSG00000026556"	"Vangl2"	""	"Vangl2"
"532"	"ENSMUSG00000026558"	"Uck2"	""	"Uck2"
"533"	"ENSMUSG00000026560"	"Fmo9"	""	"Fmo9"
"534"	"ENSMUSG00000026563"	"Tada1"	""	"Tada1"
"535"	"ENSMUSG00000026564"	"Dusp27"	""	"Dusp27"
"536"	"ENSMUSG00000026565"	"Pou2f1"	""	"Pou2f1"
"537"	"ENSMUSG00000026566"	"Mpzl1"	""	"Mpzl1"
"538"	"ENSMUSG00000026567"	"Adcy10"	""	"Adcy10"
"539"	"ENSMUSG00000026568"	"Mpc2"	""	"Mpc2"
"540"	"ENSMUSG00000026571"	"Dcaf6"	""	"Dcaf6"
"541"	"ENSMUSG00000026572"	"Tbx19"	""	"Tbx19"
"542"	"ENSMUSG00000026573"	"Xcl1"	""	"Xcl1"
"543"	"ENSMUSG00000026574"	"Dpt"	""	"Dpt"
"544"	"ENSMUSG00000026575"	"Nme7"	""	"Nme7"
"545"	"ENSMUSG00000026576"	"Atp1b1"	""	"Atp1b1"
"546"	"ENSMUSG00000026577"	"Blzf1"	""	"Blzf1"
"547"	"ENSMUSG00000026578"	"Ccdc181"	""	"Ccdc181"
"548"	"ENSMUSG00000026579"	"F5"	""	"F5"
"549"	"ENSMUSG00000026580"	"Selp"	""	"Selp"
"550"	"ENSMUSG00000026581"	"Sell"	""	"Sell"
"551"	"ENSMUSG00000026582"	"Sele"	""	"Sele"
"552"	"ENSMUSG00000026584"	"Scyl3"	""	"Scyl3"
"553"	"ENSMUSG00000026585"	"Kifap3"	""	"Kifap3"
"554"	"ENSMUSG00000026586"	"Prrx1"	""	"Prrx1"
"555"	"ENSMUSG00000026587"	"Astn1"	""	"Astn1"
"556"	"ENSMUSG00000026589"	"Sec16b"	""	"Sec16b"
"557"	"ENSMUSG00000026592"	"Tex35"	""	"Tex35"
"558"	"ENSMUSG00000026594"	"Ralgps2"	""	"Ralgps2"
"559"	"ENSMUSG00000026596"	"Abl2"	""	"Abl2"
"560"	"ENSMUSG00000026600"	"Soat1"	""	"Soat1"
"561"	"ENSMUSG00000026601"	"Axdnd1"	""	"Axdnd1"
"562"	"ENSMUSG00000026602"	"Nphs2"	""	"Nphs2"
"563"	"ENSMUSG00000026603"	"Smyd2"	""	"Smyd2"
"564"	"ENSMUSG00000026604"	"Ptpn14"	""	"Ptpn14"
"565"	"ENSMUSG00000026605"	"Cenpf"	""	"Cenpf"
"566"	"ENSMUSG00000026608"	"Kctd3"	""	"Kctd3"
"567"	"ENSMUSG00000026609"	"Ush2a"	""	"Ush2a"
"568"	"ENSMUSG00000026610"	"Esrrg"	""	"Esrrg"
"569"	"ENSMUSG00000026611"	"Spata17"	""	"Spata17"
"570"	"ENSMUSG00000026614"	"Slc30a10"	""	"Slc30a10"
"571"	"ENSMUSG00000026615"	"Eprs"	""	"Eprs"
"572"	"ENSMUSG00000026616"	"Cr2"	""	"Cr2"
"573"	"ENSMUSG00000026617"	"Bpnt1"	""	"Bpnt1"
"574"	"ENSMUSG00000026618"	"Iars2"	""	"Iars2"
"575"	"ENSMUSG00000026620"	"Mark1"	""	"Mark1"
"576"	"ENSMUSG00000026621"	"Mtarc1"	""	"Mtarc1"
"577"	"ENSMUSG00000026622"	"Nek2"	""	"Nek2"
"578"	"ENSMUSG00000026623"	"Lpgat1"	""	"Lpgat1"
"579"	"ENSMUSG00000026626"	"Ppp2r5a"	""	"Ppp2r5a"
"580"	"ENSMUSG00000026627"	"Pacc1"	""	"Pacc1"
"581"	"ENSMUSG00000026628"	"Atf3"	""	"Atf3"
"582"	"ENSMUSG00000026630"	"Batf3"	""	"Batf3"
"583"	"ENSMUSG00000026632"	"Tatdn3"	""	"Tatdn3"
"584"	"ENSMUSG00000026634"	"Angel2"	""	"Angel2"
"585"	"ENSMUSG00000026637"	"Traf5"	""	"Traf5"
"586"	"ENSMUSG00000026638"	"Irf6"	""	"Irf6"
"587"	"ENSMUSG00000026639"	"Lamb3"	""	"Lamb3"
"588"	"ENSMUSG00000026640"	"Plxna2"	""	"Plxna2"
"589"	"ENSMUSG00000026641"	"Usf1"	""	"Usf1"
"590"	"ENSMUSG00000026643"	"Nmt2"	""	"Nmt2"
"591"	"ENSMUSG00000026644"	"Acbd7"	""	"Acbd7"
"592"	"ENSMUSG00000026645"	"Olah"	""	"Olah"
"593"	"ENSMUSG00000026646"	"Suv39h2"	""	"Suv39h2"
"594"	"ENSMUSG00000026648"	"Dclre1c"	""	"Dclre1c"
"595"	"ENSMUSG00000026649"	"Cfap126"	""	"Cfap126"
"596"	"ENSMUSG00000026650"	"Meig1"	""	"Meig1"
"597"	"ENSMUSG00000026655"	"Fam107b"	""	"Fam107b"
"598"	"ENSMUSG00000026656"	"Fcgr2b"	""	"Fcgr2b"
"599"	"ENSMUSG00000026657"	"Frmd4a"	""	"Frmd4a"
"600"	"ENSMUSG00000026659"	"Dusp12"	""	"Dusp12"
"601"	"ENSMUSG00000026662"	"Sephs1"	""	"Sephs1"
"602"	"ENSMUSG00000026663"	"Atf6"	""	"Atf6"
"603"	"ENSMUSG00000026664"	"Phyh"	""	"Phyh"
"604"	"ENSMUSG00000026667"	"Uhmk1"	""	"Uhmk1"
"605"	"ENSMUSG00000026668"	"Ucma"	""	"Ucma"
"606"	"ENSMUSG00000026669"	"Mcm10"	""	"Mcm10"
"607"	"ENSMUSG00000026670"	"Uap1"	""	"Uap1"
"608"	"ENSMUSG00000026672"	"Optn"	""	"Optn"
"609"	"ENSMUSG00000026674"	"Ddr2"	""	"Ddr2"
"610"	"ENSMUSG00000026675"	"Hsd17b7"	""	"Hsd17b7"
"611"	"ENSMUSG00000026676"	"Ccdc3"	""	"Ccdc3"
"612"	"ENSMUSG00000026678"	"Rgs5"	""	"Rgs5"
"613"	"ENSMUSG00000026679"	"Enkur"	""	"Enkur"
"614"	"ENSMUSG00000026683"	"Nuf2"	""	"Nuf2"
"615"	"ENSMUSG00000026686"	"Lmx1a"	""	"Lmx1a"
"616"	"ENSMUSG00000026687"	"Aldh9a1"	""	"Aldh9a1"
"617"	"ENSMUSG00000026688"	"Mgst3"	""	"Mgst3"
"618"	"ENSMUSG00000026691"	"Fmo3"	""	"Fmo3"
"619"	"ENSMUSG00000026692"	"Fmo4"	""	"Fmo4"
"620"	"ENSMUSG00000026694"	"Eef1aknmt"	""	"Eef1aknmt"
"621"	"ENSMUSG00000026696"	"Vamp4"	""	"Vamp4"
"622"	"ENSMUSG00000026697"	"Myoc"	""	"Myoc"
"623"	"ENSMUSG00000026698"	"Pigc"	""	"Pigc"
"624"	"ENSMUSG00000026700"	"Tnfsf4"	""	"Tnfsf4"
"625"	"ENSMUSG00000026701"	"Prdx6"	""	"Prdx6"
"626"	"ENSMUSG00000026705"	"Klhl20"	""	"Klhl20"
"627"	"ENSMUSG00000026707"	"Nsun6"	""	"Nsun6"
"628"	"ENSMUSG00000026708"	"Cenpl"	""	"Cenpl"
"629"	"ENSMUSG00000026709"	"Dars2"	""	"Dars2"
"630"	"ENSMUSG00000026712"	"Mrc1"	""	"Mrc1"
"631"	"ENSMUSG00000026715"	"Serpinc1"	""	"Serpinc1"
"632"	"ENSMUSG00000026718"	"Stam"	""	"Stam"
"633"	"ENSMUSG00000026721"	"Rabgap1l"	""	"Rabgap1l"
"634"	"ENSMUSG00000026723"	"Trdmt1"	""	"Trdmt1"
"635"	"ENSMUSG00000026725"	"Tnn"	""	"Tnn"
"636"	"ENSMUSG00000026726"	"Cubn"	""	"Cubn"
"637"	"ENSMUSG00000026727"	"Rsu1"	""	"Rsu1"
"638"	"ENSMUSG00000026728"	"Vim"	""	"Vim"
"639"	"ENSMUSG00000026729"	"4930562F07Rik"	""	"4930562F07Rik"
"640"	"ENSMUSG00000026730"	"Pter"	""	"Pter"
"641"	"ENSMUSG00000026734"	"4921504E06Rik"	""	"4921504E06Rik"
"642"	"ENSMUSG00000026735"	"Ptf1a"	""	"Ptf1a"
"643"	"ENSMUSG00000026736"	"4930426L09Rik"	""	"4930426L09Rik"
"644"	"ENSMUSG00000026737"	"Pip4k2a"	""	"Pip4k2a"
"645"	"ENSMUSG00000026739"	"Bmi1"	""	"Bmi1"
"646"	"ENSMUSG00000026740"	"Dnajc1"	""	"Dnajc1"
"647"	"ENSMUSG00000026743"	"Mllt10"	""	"Mllt10"
"648"	"ENSMUSG00000026748"	"Plxdc2"	""	"Plxdc2"
"649"	"ENSMUSG00000026749"	"Nek6"	""	"Nek6"
"650"	"ENSMUSG00000026750"	"Psmb7"	""	"Psmb7"
"651"	"ENSMUSG00000026751"	"Nr5a1"	""	"Nr5a1"
"652"	"ENSMUSG00000026753"	"Ppp6c"	""	"Ppp6c"
"653"	"ENSMUSG00000026754"	"Golga1"	""	"Golga1"
"654"	"ENSMUSG00000026755"	"Arpc5l"	""	"Arpc5l"
"655"	"ENSMUSG00000026761"	"Orc4"	""	"Orc4"
"656"	"ENSMUSG00000026764"	"Kif5c"	""	"Kif5c"
"657"	"ENSMUSG00000026765"	"Lypd6b"	""	"Lypd6b"
"658"	"ENSMUSG00000026766"	"Mmadhc"	""	"Mmadhc"
"659"	"ENSMUSG00000026767"	"Mindy3"	""	"Mindy3"
"660"	"ENSMUSG00000026768"	"Itga8"	""	"Itga8"
"661"	"ENSMUSG00000026770"	"Il2ra"	""	"Il2ra"
"662"	"ENSMUSG00000026771"	"Spopl"	""	"Spopl"
"663"	"ENSMUSG00000026773"	"Pfkfb3"	""	"Pfkfb3"
"664"	"ENSMUSG00000026774"	"Potegl"	""	"Potegl"
"665"	"ENSMUSG00000026775"	"Yme1l1"	""	"Yme1l1"
"666"	"ENSMUSG00000026778"	"Prkcq"	""	"Prkcq"
"667"	"ENSMUSG00000026779"	"Mastl"	""	"Mastl"
"668"	"ENSMUSG00000026781"	"Acbd5"	""	"Acbd5"
"669"	"ENSMUSG00000026782"	"Abi2"	""	"Abi2"
"670"	"ENSMUSG00000026784"	"Pdss1"	""	"Pdss1"
"671"	"ENSMUSG00000026785"	"Pkn3"	""	"Pkn3"
"672"	"ENSMUSG00000026786"	"Apbb1ip"	""	"Apbb1ip"
"673"	"ENSMUSG00000026787"	"Gad2"	""	"Gad2"
"674"	"ENSMUSG00000026788"	"Zbtb43"	""	"Zbtb43"
"675"	"ENSMUSG00000026790"	"Odf2"	""	"Odf2"
"676"	"ENSMUSG00000026791"	"Slc2a8"	""	"Slc2a8"
"677"	"ENSMUSG00000026792"	"Lrsam1"	""	"Lrsam1"
"678"	"ENSMUSG00000026796"	"Niban2"	""	"Niban2"
"679"	"ENSMUSG00000026797"	"Stxbp1"	""	"Stxbp1"
"680"	"ENSMUSG00000026798"	"Coq4"	""	"Coq4"
"681"	"ENSMUSG00000026799"	"Med27"	""	"Med27"
"682"	"ENSMUSG00000026803"	"Ttf1"	""	"Ttf1"
"683"	"ENSMUSG00000026805"	"Barhl1"	""	"Barhl1"
"684"	"ENSMUSG00000026806"	"Ddx31"	""	"Ddx31"
"685"	"ENSMUSG00000026807"	"Ak8"	""	"Ak8"
"686"	"ENSMUSG00000026809"	"Spaca9"	""	"Spaca9"
"687"	"ENSMUSG00000026810"	"Dpm2"	""	"Dpm2"
"688"	"ENSMUSG00000026811"	"St6galnac6"	""	"St6galnac6"
"689"	"ENSMUSG00000026812"	"Tsc1"	""	"Tsc1"
"690"	"ENSMUSG00000026814"	"Eng"	""	"Eng"
"691"	"ENSMUSG00000026815"	"Gfi1b"	""	"Gfi1b"
"692"	"ENSMUSG00000026816"	"Gtf3c5"	""	"Gtf3c5"
"693"	"ENSMUSG00000026817"	"Ak1"	""	"Ak1"
"694"	"ENSMUSG00000026818"	"Cel"	""	"Cel"
"695"	"ENSMUSG00000026819"	"Slc25a25"	""	"Slc25a25"
"696"	"ENSMUSG00000026820"	"Ptges2"	""	"Ptges2"
"697"	"ENSMUSG00000026821"	"Ralgds"	""	"Ralgds"
"698"	"ENSMUSG00000026822"	"Lcn2"	""	"Lcn2"
"699"	"ENSMUSG00000026824"	"Kcnj3"	""	"Kcnj3"
"700"	"ENSMUSG00000026825"	"Dnm1"	""	"Dnm1"
"701"	"ENSMUSG00000026826"	"Nr4a2"	""	"Nr4a2"
"702"	"ENSMUSG00000026827"	"Gpd2"	""	"Gpd2"
"703"	"ENSMUSG00000026828"	"Galnt5"	""	"Galnt5"
"704"	"ENSMUSG00000026829"	"Gbgt1"	""	"Gbgt1"
"705"	"ENSMUSG00000026830"	"Ermn"	""	"Ermn"
"706"	"ENSMUSG00000026831"	"1700007K13Rik"	""	"1700007K13Rik"
"707"	"ENSMUSG00000026832"	"Cytip"	""	"Cytip"
"708"	"ENSMUSG00000026833"	"Olfm1"	""	"Olfm1"
"709"	"ENSMUSG00000026834"	"Acvr1c"	""	"Acvr1c"
"710"	"ENSMUSG00000026835"	"Fcnb"	""	"Fcnb"
"711"	"ENSMUSG00000026836"	"Acvr1"	""	"Acvr1"
"712"	"ENSMUSG00000026837"	"Col5a1"	""	"Col5a1"
"713"	"ENSMUSG00000026839"	"Upp2"	""	"Upp2"
"714"	"ENSMUSG00000026840"	"Lamc3"	""	"Lamc3"
"715"	"ENSMUSG00000026841"	"Fibcd1"	""	"Fibcd1"
"716"	"ENSMUSG00000026842"	"Abl1"	""	"Abl1"
"717"	"ENSMUSG00000026843"	"Fubp3"	""	"Fubp3"
"718"	"ENSMUSG00000026848"	"Tor1b"	""	"Tor1b"
"719"	"ENSMUSG00000026849"	"Tor1a"	""	"Tor1a"
"720"	"ENSMUSG00000026851"	"BC005624"	""	"BC005624"
"721"	"ENSMUSG00000026853"	"Crat"	""	"Crat"
"722"	"ENSMUSG00000026854"	"Usp20"	""	"Usp20"
"723"	"ENSMUSG00000026856"	"Dolpp1"	""	"Dolpp1"
"724"	"ENSMUSG00000026857"	"Ntmt1"	""	"Ntmt1"
"725"	"ENSMUSG00000026858"	"Miga2"	""	"Miga2"
"726"	"ENSMUSG00000026860"	"Sh3glb2"	""	"Sh3glb2"
"727"	"ENSMUSG00000026864"	"Hspa5"	""	"Hspa5"
"728"	"ENSMUSG00000026866"	"Kynu"	""	"Kynu"
"729"	"ENSMUSG00000026867"	"Gapvd1"	""	"Gapvd1"
"730"	"ENSMUSG00000026869"	"Psmd5"	""	"Psmd5"
"731"	"ENSMUSG00000026870"	"Cutal"	""	"Cutal"
"732"	"ENSMUSG00000026872"	"Zeb2"	""	"Zeb2"
"733"	"ENSMUSG00000026873"	"Phf19"	""	"Phf19"
"734"	"ENSMUSG00000026874"	"Hc"	""	"Hc"
"735"	"ENSMUSG00000026875"	"Traf1"	""	"Traf1"
"736"	"ENSMUSG00000026878"	"Rab14"	""	"Rab14"
"737"	"ENSMUSG00000026879"	"Gsn"	""	"Gsn"
"738"	"ENSMUSG00000026880"	"Stom"	""	"Stom"
"739"	"ENSMUSG00000026882"	"4930568D16Rik"	""	"4930568D16Rik"
"740"	"ENSMUSG00000026883"	"Dab2ip"	""	"Dab2ip"
"741"	"ENSMUSG00000026885"	"Ttll11"	""	"Ttll11"
"742"	"ENSMUSG00000026887"	"Mrrf"	""	"Mrrf"
"743"	"ENSMUSG00000026889"	"Rbm18"	""	"Rbm18"
"744"	"ENSMUSG00000026890"	"Lhx6"	""	"Lhx6"
"745"	"ENSMUSG00000026894"	"Morn5"	""	"Morn5"
"746"	"ENSMUSG00000026895"	"Ndufa8"	""	"Ndufa8"
"747"	"ENSMUSG00000026915"	"Strbp"	""	"Strbp"
"748"	"ENSMUSG00000026917"	"Wdr5"	""	"Wdr5"
"749"	"ENSMUSG00000026918"	"Brd3"	""	"Brd3"
"750"	"ENSMUSG00000026919"	"Lcn4"	""	"Lcn4"
"751"	"ENSMUSG00000026921"	"Egfl7"	""	"Egfl7"
"752"	"ENSMUSG00000026922"	"Agpat2"	""	"Agpat2"
"753"	"ENSMUSG00000026923"	"Notch1"	""	"Notch1"
"754"	"ENSMUSG00000026924"	"Sec16a"	""	"Sec16a"
"755"	"ENSMUSG00000026925"	"Inpp5e"	""	"Inpp5e"
"756"	"ENSMUSG00000026926"	"Pmpca"	""	"Pmpca"
"757"	"ENSMUSG00000026927"	"Entr1"	""	"Entr1"
"758"	"ENSMUSG00000026928"	"Card9"	""	"Card9"
"759"	"ENSMUSG00000026930"	"Gpsm1"	""	"Gpsm1"
"760"	"ENSMUSG00000026932"	"Nacc2"	""	"Nacc2"
"761"	"ENSMUSG00000026933"	"Camsap1"	""	"Camsap1"
"762"	"ENSMUSG00000026934"	"Lhx3"	""	"Lhx3"
"763"	"ENSMUSG00000026936"	"Lcn3"	""	"Lcn3"
"764"	"ENSMUSG00000026937"	"Lcn5"	""	"Lcn5"
"765"	"ENSMUSG00000026938"	"Fcna"	""	"Fcna"
"766"	"ENSMUSG00000026939"	"Tmem141"	""	"Tmem141"
"767"	"ENSMUSG00000026940"	"Ccdc183"	""	"Ccdc183"
"768"	"ENSMUSG00000026941"	"Mamdc4"	""	"Mamdc4"
"769"	"ENSMUSG00000026942"	"Traf2"	""	"Traf2"
"770"	"ENSMUSG00000026943"	"Lcn12"	""	"Lcn12"
"771"	"ENSMUSG00000026944"	"Abca2"	""	"Abca2"
"772"	"ENSMUSG00000026946"	"Nmi"	""	"Nmi"
